number,title,writer,is_open,body,comments
984,add an unsafe `Group.add` with less constraints that does not handle zero,Trivo25,open,,[]
981,Document eng. workflow using a local network in Docker ,nicc,open,"In order to test against a real network (more easily)
As an **internal** code contributor
I want instructions on running a local network in Docker

**Acceptance Criteria**
When I clone the SnarkyJS repo
Then I can see instructions on running a local network in Docker in the **developer** (not public / homepage) [README-DEV](https://github.com/o1-labs/snarkyjs/blob/main/README-dev.md)
And those instructions work when I follow them","[('mitschabaude', 'can we change `README` to `README-dev`?'), ('barriebyron', 'I wrote this doc for another project I worked on https://docs.ignite.com/guide/docker')]"
980,rework `Group.scale` to accept a non-shifted scalar and values of `0` and `1`,Trivo25,open,"Currently, `Group.scale` only takes shifted scalar values -- it would be nice to add an implementation that works with non-shifted values. Additionally, `scale` does not accept `0` or `1` (`g * 1 = g` and `g * 0 = zero`) but throws an error instead.",[]
973,Block crypto PRs on all tests,nicc,closed,Block crypto PRs on both sets of tests that were split apart in issue #971. i.e. crypto PRs should always require a fully passing test suite.,"[('mitschabaude', 'following [the RFC](https://github.com/o1-labs/rfcs/pull/5), the minimal snarkyjs test suggested there might be enough for crypto tests, and we can call this done with https://github.com/MinaProtocol/mina/pull/13430'), ('mitschabaude', 'I think this can be closed now per the comment above')]"
972,Block protocol PRs on protocol-blocking test failures only,nicc,closed,Only block protocol PRs on failures to the subset of tests split out in issue #971.,[]
971,Split tests into protocol-blocking and non-protocol blocking failures,nicc,closed,"We want to set CI up so that only certain tests block protocol from merging PRs.

Which tests should block protocol? @mitschabaude, @bkase ",[]
970,Document ECDSA signature verification,nicc,open,"Create a tutorial that steps through ECDSA signature verification. It shouod be based on the API defined in [this issue](https://github.com/o1-labs/snarkyjs/issues/968).

See reference implementation using Circom: https://github.com/BigWhaleLabs/seal-hub-ecdsa-verifier-contract/blob/main/circuits/ECDSAChecker.circom

From Phil:
ECDSA is the elliptical cryptography scheme used by Ethereum.  SnarkyJS can’t “read” things from Ethereum without having a custom gate for ECDSA. After we have ECDSA, SnarkyJS can allow people eg, to attest to the fact that they own a bored ape on Ethereum without doxxing themselves, or that they have an ETH balance of more than x.  There may also be use cases outside Ethereum

","[('barriebyron', ""I've circled in with Phil Kelly to find out what a use case looks like. thank you @Trivo25  for being my tutorial code partner to deliver the example code for https://github.com/o1-labs/docs2/tree/main/examples/zkapps \r\n\r\nI am up for working on the content but do require engineering support for the command sequence and code\r\n\r\n""), ('barriebyron', '@Trivo25  thank you for being the example code hero!'), ('nicc', 'This should start alongside #968 to parallelise and share context. '), ('barriebyron', 'No doc work to do, yet\nHere is a growing collection of resources:\nSnarkyJS SHA/Keccak RFC design convo https://github.com/o1-labs/rfcs/pull/9\nSnarkyJS ECDSA RFC design convo https://github.com/o1-labs/rfcs/pull/14\n\nSnarkyJS PRs can merge only after crypto updates are in:\nhttps://github.com/o1-labs/snarkyjs/pull/999\nhttps://github.com/o1-labs/snarkyjs/pull/989\nhttps://github.com/o1-labs/snarkyjs/pull/988\n\nOther resources\nhttps://www.notion.so/minaprotocol/ECDSA-ver-gadget-PoC-PRD-9458c38adf204d6b922deb8eed1ac193 \nhttps://www.notion.so/minaprotocol/Ethereum-Primitives-Dependencies-21e56244b1cd43b1807aac39fdd25117 \n1.5 hour video [ECDSA sync](https://drive.google.com/file/d/1Ugy5qT0M880Q-JUxKxQXch-d0S3WedgK/view)\n\n[page 11 of the nullifier PLUME](https://eprint.iacr.org/2022/1255.pdf) paper for the SnarkyJS nullifier\n\n> 2.2 Signatures\n> 2.2.1 ECDSA\n> ECDSA is the signature protocol used by Bitcoin, Ethereum and most blockchain\n> systems [27, 7], due to both Schnorr’s copyright and ECDSA’s relatively smaller key\n> size, especially when compared to RSA. Most RSA keys are 2,048 bits, but the much\n> shorter 256-bit ECDSA key provides roughly equal security to a 3,248 bit RSA key\n> [30].\n> ECDSA uses the secp256k1 curve...\n> Because almost all existing blockchain and public key infrastructure uses this curve\n> for non-deterministic signatures, we are interested in a nullifier construction for this\n> class of curves specifically.'), ('barriebyron', 'Doc outlined in draft PR https://github.com/o1-labs/docs2/pull/562 and ready for dev contributions from @MartinMinkov  or @Trivo25 '), ('barriebyron', ""@nicc I expected to find this issue in the https://github.com/o1-labs/docs2 repo... I don't see how to transfer it, as the author, are you able to move it? \r\nI successfully moved an issue recently... maybe because I was the author? Can you try to move to the docs2 repo?"")]"
969,Benchmark ECDSA signature verification relative to Circom,nicc,open,"Reference implementation: https://github.com/BigWhaleLabs/seal-hub-ecdsa-verifier-contract/blob/main/circuits/ECDSAChecker.circom

How does our performance compare to Circom for the same action above?

Measure all key stages of the developer journey:
- Compilation
- Proof generation
- Verification

This work should be repeatable, even if it's not integrated. i.e. we should be able to build on this or at least integrate it into further becnhmarking efforts. Basically, we don't want to waste this effort by doing a one-off thing, but we also don't want to block benchmarking results until we have an entire framework.","[('stevenpack', '@barriebyron can you watch this issue? good be a good blog post opportunity'), ('Trivo25', 'status: running the ECDSA circom verifier takes 12s for witness generation and 8s for proving (20s total) with Groth16 on my PC -- will follow up with the repository, Plonk benchmarks and other hardware once proving of ECDSA works in SnarkyJS ')]"
968,"Provide a clear API for verifiying ECDSA signatures, based on exposed primitives",nicc,open,"Here's a circuit built with Circom that needs to verify an ECDSA signature for reference: https://github.com/BigWhaleLabs/seal-hub-ecdsa-verifier-contract/blob/main/circuits/ECDSAChecker.circom

Provide a clear, easy-to-use interface for performing this kind of operation. Do we need to wrap the primitives exposed previously in this epic?","[('nicc', 'This should start alongside #970 to parallelise and share context.'), ('mitschabaude', 'TODO: fix TS output of inline classes like `ForeignField`, `ForeignCurve`. It seems we need to define an abstract class or something to make this work')]"
966,Expose ECDSA,joseandro,open,Functor wrappers must have already been expose by the Crypto team before taking on this task. Here @jspada can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
965,Expose SHA-3,joseandro,open,Here @querolita  can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
964,Expose Keccak,joseandro,open,Here @querolita  can help you if you need to clarify anything about this primitive's interface or behavior. ,"[('orkunkilic', 'What’s the ETA for this?'), ('Trivo25', 'Hey @orkunkilic No ETA on this yet, but you can follow the progress here https://github.com/o1-labs/snarkyjs/pull/999')]"
963,Expose FFMul,joseandro,open,Here @jspada can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
962,Expose ROT64,joseandro,open,Here @jspada can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
961,Expose FFAdd,joseandro,open,Here @querolita can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
960,Expose AND,joseandro,closed,Here @querolita can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
959,Expose NOT,joseandro,open,Here @querolita can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
958,Expose XOR,joseandro,open,Here @querolita can help you if you need to clarify anything about this primitive's interface or behavior. ,[]
957,Expose primitives to SnarkyJS (Ethereum + base primitives),joseandro,open,[Here's](https://www.notion.so/minaprotocol/Ethereum-Primitives-Support-PRD-d89af720e1c94f7b90166709432e7bd5) the PRD supporting this effort.,[]
955,Use platform independent commands in scripts,shimkiv,open,Currently `package.json` contains `cp` invocations which are not recognisable by plain Windows shells (Cmd). It will be good to replace such with something platform independent or document the need to configure Windows dev env. with additional tools.,[]
951,(Feature request) Cache contract compilation artifacts,Isaac-DeFrain,closed,"Every time you run a script to interact with a smart contract, you have to first compile the contract which takes a significant amount of time (~30-45 sec). It would be really nice if the provers, verification key, and verify function were cached on the first compilation to speed up future interactions with the same contract!","[('ycryptx', ""I'm building a system that uses a MapReduce to speed up proof accumulation. The ZKProgram compilation happens on every run of the MapReduce operation, and thus degrades the performance improvements I'm trying to get with parallelizing the proving. Without being able to precompile the program, developers like me would find it difficult to accelerate the proving time of contracts""), ('nicc', ""+100 for this in a local context. I also think it's worth thinking about this compilation time in a production / deployed-to-web context. I believe the compiled artefacts can be very large so we probably can't just generate and deploy them to prod. Too big a payload size. But are there smaller, intermediate artefacts that can be added to a web payload to speed of compilation for end users?\n\nI don't think this issue should contain this scope btw. We should just consider it when designing a solution.""), ('mitschabaude', 'Done!')]"
950,Can't compile smart-contract on iOS devices,shimkiv,open,"- Checked on iPhone 14 Pro with iOS v.16.5

Safari's (or any other browser) page that compiles [SC of moderate complexity](https://github.com/o1-labs/e2e-zkapp/blob/develop/e2e-zkapp-sc/src/E2eZkApp.ts) (by @method count) crashes after ~1.5-2 minutes which causes page reload.
Crash reports are saying about exceeding of different limits:

```shell
Event:            cpu usage
Action taken:     none
CPU:              90 seconds cpu time over 123 seconds (73% cpu average), exceeding limit of 50% cpu over 180 seconds
CPU limit:        90s
Limit duration:   180s
CPU used:         90s
CPU duration:     123s
Duration:         123.20s
Duration Sampled: 112.54s
Steps:            98


Event:            wakeups
Action taken:     none
Wakeups:          45001 wakeups over the last 57 seconds (789 wakeups per second average), exceeding limit of 150 wakeups per second over 300 seconds
Wakeups limit:    45000
Limit duration:   300s
Wakeups caused:   45001
Wakeups duration: 57s
Duration:         57.02s
Duration Sampled: 50.95s
Steps:            19
```

- Interestingly, same in-browser SC compilation works on iPad Pro with iPadOS v.16.5 (Chrome only, [not in Safari or Firefox](https://github.com/o1-labs/snarkyjs/issues/949))

---

[Internal discussion and crash reports](https://o1-labs.slack.com/archives/C028Q27R8UC/p1685729799013959)",[]
949,SnarkyJS doesn't work on iPad's Safari or Firefox but works in Chrome,shimkiv,open,"- Checked with iPad Pro with iPadOS v.16.5 and latest versions of browsers.

It feels like the same issue as https://github.com/o1-labs/snarkyjs/issues/823 which happens in Safari or Firefox browsers but everything works fine in Chrome.

More details will be added later or on-request.",[]
948,Update contract/verification key outside of contract method,Isaac-DeFrain,open,"I presume that the intention for updating a contract on-chain is that it should only be possible if a method is provided to do so. In other words, if a dev wants their contract to be updateable, they must include a corresponding method in the contract, to set the verification key.

Having said that, I would expect to get an error when attempting to set the verification key of a zkapp account _outside of a contract method_. However, no such error is thrown when creating the transaction. Instead, the transaction is sent to the network with no effect other than deducting the fee from the fee payer [for example](https://berkeley.minaexplorer.com/transaction/5Ju1Pvpp9us1sW36nxbPidhYr26arx3WNYnmkqeSrYn6CfHrrxjW)

Setting of other permission properties display a similar behavior, e.g. `delegate` and `zkappUri`.",[]
947,Action/Event limits LocalBlockchain vs Berkeley,Isaac-DeFrain,open,"Up to 100 actions/events are supported per transaction on `Mina.LocalBlockchain()` but only up to 16 are supported on the Berkeley network. As a result, one could pass all tests locally and still deploy an incorrect contract.","[('shimkiv', ""Thanks! We're aware of this issue, the [limits](https://github.com/o1-labs/snarkyjs/blob/f250e614eb7ff62741210db037d29a8ac710e60f/src/lib/mina/constants.ts#L25) you mentioned are applied across whole the SDK, not only for LocalBlockchain. Next Berkeley redeployment will match limits."")]"
945,Fix broken Wasm build,mitschabaude,closed,,[]
944,`getNetworkState` doesn't fetch network state,Isaac-DeFrain,open,"Neither the Mina Explorer or Minascan GraphQL endpoints return the network state via `Mina.getNetworkState()`

![image](https://github.com/o1-labs/snarkyjs/assets/42081488/f8f9fd7e-a122-4098-a142-d5ed18fc607b)
![image](https://github.com/o1-labs/snarkyjs/assets/42081488/4ccd45f9-78b8-40ee-8a76-974b52879035)
","[('mitschabaude', 'the API is probably misleading. this is for getting a cached network state inside `MIna.transaction` (where async fetches are not possible). To fetch the network state, there is the top level export `fetchLastBlock()`'), ('Isaac-DeFrain', 'That certainly explains why `getNetworkState()` is not async.'), ('Isaac-DeFrain', 'Some additional comments for that method could clear up this confusion')]"
943,(Feature request) Cyclic method call detection,Isaac-DeFrain,open,"Suppose I define a smart contract with mutually recursive method calls that are obviously nonterminating because they are cyclic. E.g. (obviously this is contrived)

```typescript
@method method1() {
  method2()
}

@method method2() {
  method1()
}
```

and call `zkApp.method1()` at some point.

It should be possible to detect this cyclic calling of methods early and exit with an error. Instead you get 1,000 or so lines of repeating

```txt
...
at runWith (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/global-context.js:55:18)
at Function.runWith (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/global-context.js:14:37)
at runCalledContract (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/zkapp.js:243:65)
at file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/zkapp.js:277:19
at runWith (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/global-context.js:55:18)
at Function.runWith (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/global-context.js:14:37)
at Circular.wrappedMethod (file:///home/quantifier/Documents/Mina/zkapps/itn-custom/qa/node_modules/snarkyjs/dist/node/lib/zkapp.js:215:47)
...
```",[]
942,(Feature requests) Type checking for event values,Isaac-DeFrain,open,AFAICT there is no static type checking for event values even though we define events with specific value types. Incorrect event value types are caught at runtime. It would be really nice to catch this earlier!,[]
941,(Feature request) Easier way to increment nonce,Isaac-DeFrain,open,"It would be very nice to have an easier way to increment an account's nonce. I see at least three ways to do it:
- change the type of the `nonce` field in `FeePayerSpec` to `UInt32` (it is `UInt32` in `Account` after all)
- add a method to `UInt32` to convert to `number`
- add an `incrementNonce()` method to `Account` (or something along those lines)","[('mitschabaude', ""Thanks! Both of the first two sound very helpful! So I'm guessing you want to optimize a code snippet that\r\n* gets /fetches an account\r\n* take the nonce from there\r\n* pass this nonce + 1 to the fee payer spec""), ('mitschabaude', ""FWIW, I think an important change is to fetch an account's nonce from the tx pool instead of from the last block (there is a graphql query for that)""), ('Isaac-DeFrain', ""> gets /fetches an account\r\ntake the nonce from there\r\npass this nonce + 1 to the fee payer spec\r\n\r\nThat's exactly my use case! The simplest way I could find to do it in the current state is this\r\n\r\n```typescript\r\nfunction wellDefine(n: UInt32 | undefined) {\r\n  if (n === undefined) {\r\n    return UInt32.zero;\r\n  } else {\r\n    return n;\r\n  }\r\n}\r\n\r\n// new nonce\r\nlet nonce = 0;\r\nwhile (\r\n  UInt32.from(nonce)\r\n    .lessThanOrEqual(wellDefine(feePayerAccount?.nonce))\r\n    .toBoolean()\r\n) {\r\n  nonce += 1;\r\n}\r\n```""), ('Isaac-DeFrain', ""> FWIW, I think an important change is to fetch an account's nonce from the tx pool instead of from the last block (there is a graphql query for that)\r\n\r\nAgreed. Fetching the nonce from the last block doesn't necessarily prevent the `Insufficient_replace_fee` errors. My hope is that having an easy way to increment nonces will do just that."")]"
940,(Feature request) Display `locations` and `path` arrays when printing `statusText` field,Isaac-DeFrain,open,"It would be very helpful to see the line of the command which has an insufficient fee. I presume this info is contained in `locations` but it is not displayed in the error message.
![image](https://github.com/o1-labs/snarkyjs/assets/42081488/4c0072e5-9f07-47d4-80e6-34ddb7a7cb2a)",[]
937,Field.fromBits() can't be of length 0,shimkiv,open,"An attempt of getting the `Field` from empty string results in error: `Field.fromBits(): bit length must be positive, got 0`. But it should be possible to get Field from 0 length bits.

---

[Internal discussion](https://o1-labs.slack.com/archives/C028Q27R8UC/p1685614747822749)",[]
934,Remove @method limits per Smart-Contract unit,shimkiv,open,"Currently we have a limit of 21 @method per Smart-Contract. But it seems this limit can be removed entirely without workarounds.
It will be good to have it implemented.

---

[Internal discussion](https://o1-labs.slack.com/archives/C028Q27R8UC/p1685465148660699?thread_ts=1683480776.437259&cid=C028Q27R8UC)",[]
930,Avoid throwing an error if private key is missing unless .send() is executed,marekyggdrasil,closed,"Hello everyone. I am working on a contribution to SnarkyJS and I am opening this thread just to have a corresponding issue to my pull request.

The problem I discovered while working on https://github.com/sqrt-xx/mina-ui-deployment, particularly, I could not sign the zkApp deployment transaction using AURO. There is nothing wrong with AURO signing capabilities. The problem originates from SnarkyJS as it will raise an exception if signer private key is missing during the transaction building when account creation fee is included.

The related discussion thread is: https://discord.com/channels/484437221055922177/1109079490111479848","[('marekyggdrasil', 'Many thanks for guidance and letting me help fixing this!')]"
928,Make stack trace prettifying cover >90% of dev flows,mitschabaude,closed,,[]
927,Initial WebGPU MVP,mitschabaude,closed,"Scope: Polynomial multiplication and addition, integrated with Kimchi, running natively.
Running in JS and implementing more complex algorithms is an ""extension"".","[('shimkiv', 'Can help you run the PoC in e2e environment. Please let me know if you will need any help with it.'), ('nicc', 'Please sync with @jspada and @fabrizio-m before embarking on this. '), ('mitschabaude', 'I think you mean @joseandro! I will 👍🏻 '), ('mitschabaude', 'done')]"
926,Remove all uses of JS classes from OCaml,mitschabaude,closed,"Depends on all ""Move _ to JS issues""","[('mitschabaude', 'closed by https://github.com/o1-labs/snarkyjs/pull/979')]"
925,Move Scalar to JS,mitschabaude,closed,Same as https://github.com/o1-labs/snarkyjs/pull/902 but for the `Scalar` class,"[('shimkiv', 'Can we please add more details here regarding an overall impact on existing codebase and apps?'), ('mitschabaude', '> Can we please add more details here regarding an overall impact on existing codebase and apps?\r\n\r\ndone!')]"
924,Move Group to JS,mitschabaude,closed,"This issue aims to move the Group implementation from OCaml to JavaScript, reducing OCaml dependencies as best as possible.","[('shimkiv', 'Can we please add more details here regarding an overall impact on existing codebase and apps?')]"
923,Benchmark core development workflows,nicc,open,"In order to improve developer and user experience through faster workflows
All core components in the critical path should be benchmarked for a baseline and ongoign comparison

The following components (is there a better name? ...steps? ...functions?) should be benchmarked:
- Compilation
- Proof generation
- (SnarkyJS) Verification
- Startup time
- Deployment
- ...anything else? Scaffolding is infrequent and interactive so is it worth measuring?

Benchmarks should be derived from CI or nightly builds (as opposed to user telemetry) and published somewhere. 

Questions:
- Should we warn on performance regression?
- How do we systematise / get into the habit of checking performance impacts and communicating them with every release?","[('shimkiv', '- View/rendering example of [""publish somewhere""](https://o1labs-grafana.p42.xyz/d/H-L-ytP4k/snarkyjs-simple-benchmarking?orgId=1&refresh=10s&from=now-30d&to=now).\n\n> Should we warn on performance regression?\n\nDefinitely but baseline should be established first.\n\n> How do we systematise / get into the habit of checking performance impacts and communicating them with every release?\n\nAs part of PR gates/chaecks?')]"
922,Turn proving off by default,nicc,open,"To speed up the development workflow
Proving should be turned off by default

Questions:
- Does this open up the potential to deploy broken apps? Would a dev miss catching any issues if proofs aren't generated until the app is deployed?
- What needs to change in our documentation and tutorials?","[('mitschabaude', 'I see some risks in doing this. One change that we should definitely make alongside this is to run the transaction callback in ""checked computation mode"", i.e. using `runAndCheck`. This will catch basic stuff that you can\'t do in a circuit, like reading out field element values.\r\n\r\nStill, there\'s a large error surface, including writing circuits that change each time you run them, which is not captured when running with proofs disabled. It would be nice if we could reduce that error surface over time and add more checks that emulate the full prover environment without incurring the costs of proving'), ('shimkiv', ""If we're talking about this as general approach not, say, for LocalBlockchain only, then I definitely don't think this should be a default. \nThough, having a simple switch (environment variable perhaps) for this would be great.""), ('mitschabaude', ""We're talking about LocalBlockchain"")]"
914,Swap out Wasm curve arithmetic with faster implementations,mitschabaude,open,"Under the hood, snarkyjs depends on a [Rust code base](https://github.com/o1-labs/proof-systems) which is based on arkworks for finite field and elliptic curve implementations. These are fairly slow when compiled to Wasm, in part due to some Wasm idiosyncracies, and there are faster options available:

* [Zprize showed](https://github.com/mitschabaude/montgomery) how Wasm arithmetic can be made ~2x faster. This could yield a nice speedup in both the browser and Node.js when swapped out for the arkworks implementations
* In Node.js, we could instead use any native implementation which will always be faster than Wasm. However, an even faster alternative here would be to swap out the _entire_ stack of OCaml and Rust dependencies for a native build

There is some promising work by Parity to swap out the arkworks curve arithmetic (with native implementations) to get major speedups over the Wasm version: https://github.com/paritytech/ark-substrate","[('stevenpack', 'Looks promising. @mitschabaude can you fill out the estimate for this?')]"
913,Building SnarkyJS,es92,closed,"Having some issues when trying to build SnarkyJS from scratch, and then linking it into a project. What I'm doing:

```
$ git clone git@github.com:MinaProtocol/mina.git
$ git submodule update --init --recursive
$ cd src/lib/snarkyjs
$ npm install
$ npm run build:web
```

Then, from the ui folder of a svelte zkApp-cli project:

```
$ rm -rf node_modules/snarkyjs
$ npm link ~/gits/mina/src/lib/snarkyjs
```

npm run dev when loading the site on a browser yields:
```
* Internal server error: Failed to resolve entry for package ""snarkyjs"". The package may have incorrect main/module/exports specified in its package.json.
```

If I do

```
$ npm run build:node
```

Then instead npm run dev when loading the site on a browser yields:
```
ReferenceError: module is not defined
```","[('ycryptx', 'Facing the same issue '), ('mitschabaude', 'Does it work if you install local snarkyjs with `npm i ../path/to/snarkyjs`?'), ('mitschabaude', 'Btw, you probably want to run both `npm run build` and `npm run build:web`'), ('es92', '> Does it work if you install local snarkyjs with `npm i ../path/to/snarkyjs`?\r\n\r\nUnfortunately does not work, same set of errors @mitschabaude \r\n\r\n> Btw, you probably want to run both `npm run build` and `npm run build:web`\r\n\r\nThis has the same result as if I include `$ npm run build:node` (`ReferenceError: module is not defined`)\r\n'), ('ycryptx', ""Can confirm that's true @es92 ""), ('shimkiv', ""@es92 @ycryptx \r\nSince you're using `cd src/lib/snarkyjs` path I assume you're using Mina's latest `rampup` or `berkeley` branch. In which case before building SnarkyJS you need to update its sub-modules too. \r\nThen, `npm link` isn't it the [two-step process](https://docs.npmjs.com/cli/v9/commands/npm-link)? You first issue `npm link` being in SnarkyJS repo and then `npm link snarkyjs` being in zkApp repo.\r\nSo the steps might look like the following.\r\n\r\nMina repo:\r\n\r\n```shell\r\ngit clone git@github.com:MinaProtocol/mina.git\r\ncd mina/\r\ngit submodule update --init --recursive\r\ncd src/lib/snarkyjs\r\ngit submodule sync\r\ngit submodule update --recursive --init\r\nnpm install\r\nnpm run build:node\r\nnpm run build:web\r\nnpm link\r\n```\r\n\r\nzkApp repo:\r\n\r\n```shell\r\nrm -rf node_modules/snarkyjs\r\nnpm link snarkyjs\r\nnpm install\r\nnpm run dev\r\n```""), ('shimkiv', ""> isn't it the [two-step process](https://docs.npmjs.com/cli/v9/commands/npm-link)?\r\n\r\nRight, can be simplified into one command.\r\n\r\nAnyway, using steps described in previous comment worked for me. ""), ('es92', ""Confirmed this has worked for me as well! I think the key was checking out the berkeley branch (tried / was trying develop and didn't seem to work with that).\r\n\r\nThanks!""), ('es92', ""Nvm, unfortunately this didn't work. With the above I'm still getting \r\n\r\n`Internal server error: module is not defined`.\r\n\r\nI think the issue could be, running `npm install` after `npm link snarkyjs` seems to be reinstalling the packaged remove version of snarkyjs, overriding the linked version.\r\n\r\nIf `npm install` is run first, same errors still show up""), ('ycryptx', '@es92 Did you manage to solve this?\r\n'), ('es92', 'Nope, still stuck with above'), ('mitschabaude', 'It works with published snarkyjs though, right? If yes, then you should be able to install from source by doing `npm pack` inside the snarkyjs repo and then installing the resulting tarball in your other project (and make sure to unlink snarkyjs). That should be equivalent to the install process that installing from npm gives you'), ('MartinMinkov', 'I ran into the same issues related to `ReferenceError: module is not defined` when building locally and using that build inside a Svelte app by either specifying the file path manually in my UI `package.json` or by using `npm link`.\r\n\r\nI just wanted to confirm that using `npm pack` worked instead!'), ('marekyggdrasil', 'The `npm pack` is working for me as well. Here\'s how I setup my local dev environment for SnarkyJS.\r\n\r\nFirst of all, checking if it is same environment for all three directories (zkApp, SnarkyJS, smart contract)\r\n\r\n```\r\n$ nvm current\r\nv18.16.0\r\n```\r\n\r\nIn the SnarkyJS directory I run the steps provided by @shimkiv in https://github.com/o1-labs/snarkyjs/issues/913#issuecomment-1549075745 but instead of `npm link` I use `npm pack`\r\n\r\n```\r\ngit submodule update --init --recursive\r\nnpm install\r\nnpm run build:node\r\nnpm run build:web\r\nnpm pack\r\n```\r\n\r\nthis creates `/Users/marek/Development/open-source/snarkyjs/snarkyjs-0.10.1.tgz`\r\nthen in the smart contracts directory I run\r\n\r\n```\r\nrm -rf node_modules/\r\nnpm install /Users/marek/Development/open-source/snarkyjs/snarkyjs-0.10.1.tgz\r\nnpm run build\r\n```\r\n\r\nfinally in the zkApp directory\r\n\r\n```\r\nrm -rf node_modules/\r\nnpm install /Users/marek/Development/open-source/snarkyjs/snarkyjs-0.10.1.tgz\r\nnpm install\r\nnpm run dev\r\n```\r\n\r\nRuns correctly.\r\n\r\nIf you are curious what happens if I use `npm link`, it also builds and starts but the zkApp crashes during compiling and my console gets flooded with following errors regarding undefined `navigator`\r\n\r\n```\r\n- ready started server on 0.0.0.0:3000, url: http://localhost:3000                                                                 [54/1846]\r\n- event compiled client and server successfully in 6.2s (214 modules)                                                                       \r\n- wait compiling...                                                                                                                         \r\n- wait compiling /_error (client and server)...                                                                                             \r\n- event compiled client and server successfully in 1620 ms (215 modules)                                                                    \r\nReferenceError: navigator is not defined                                                                                                    \r\n    at getEfficientNumWorkers (webpack-internal:///../../../snarkyjs/dist/web/index.js:9131:17)                                             \r\n    at async initSnarkyJS (webpack-internal:///../../../snarkyjs/dist/web/index.js:11328:20)                                                \r\n    at async eval (webpack-internal:///../../../snarkyjs/dist/web/index.js:11447:1)                                                         \r\n- warn Fast Refresh had to perform a full reload due to a runtime error.                                                                    \r\n- wait compiling / (client and server)...                                                                                                   \r\n- event compiled client and server successfully in 453 ms (235 modules)                                                                     \r\n- error javascript/snarkyjs/dist/web/index.js (9057:0) @ getEfficientNumWorkers                                                             \r\n- error Error [ReferenceError]: navigator is not defined                                                                                    \r\n    at getEfficientNumWorkers (webpack-internal:///../../../snarkyjs/dist/web/index.js:9131:17)                                             \r\n    at async initSnarkyJS (webpack-internal:///../../../snarkyjs/dist/web/index.js:11328:20)                                                \r\n    at async eval (webpack-internal:///../../../snarkyjs/dist/web/index.js:11447:1) {                                                       \r\n  digest: undefined                                                                                                                         \r\n}                                                                                                                                           \r\n  9055 | async function getEfficientNumWorkers() {                                                                                          \r\n  9056 |   let gpuTier = await f();                                                                                                         \r\n> 9057 |   let numCpus = navigator.hardwareConcurrency;                                                                                     \r\n  9058 |   let gpuModel = gpuTier.gpu;                                                                                                      \r\n  9059 |   var numWorkers = {                                                                                                               \r\n  9060 |     ""apple m1"": 2,                                                                                                                 \r\nReferenceError: navigator is not defined                                                                                                    \r\n    at getEfficientNumWorkers (webpack-internal:///../../../snarkyjs/dist/web/index.js:9131:17)                                             \r\n    at async initSnarkyJS (webpack-internal:///../../../snarkyjs/dist/web/index.js:11328:20)                                                \r\n    at async eval (webpack-internal:///../../../snarkyjs/dist/web/index.js:11447:1) {                                                       \r\n  page: \'/\'                                                                                                                                 \r\n}                                                                                                                                           \r\nReferenceError: navigator is not defined                                                                                                    \r\n    at getEfficientNumWorkers (webpack-internal:///../../../snarkyjs/dist/web/index.js:9131:17)                                             \r\n    at async initSnarkyJS (webpack-internal:///../../../snarkyjs/dist/web/index.js:11328:20)                                                \r\n    at async eval (webpack-internal:///../../../snarkyjs/dist/web/index.js:11447:1) {                                                       \r\n  page: \'/\'                                                                                                                                 \r\n}                                                                                                                                           \r\nReferenceError: navigator is not defined                                                                                                    \r\n    at getEfficientNumWorkers (webpack-internal:///../../../snarkyjs/dist/web/index.js:9131:17)                                             \r\n    at async initSnarkyJS (webpack-internal:///../../../snarkyjs/dist/web/index.js:11328:20)                                                \r\n    at async eval (webpack-internal:///../../../snarkyjs/dist/web/index.js:11447:1)                                                         \r\n- warn Fast Refresh had to perform a full reload. Read more: https://nextjs.org/docs/messages/fast-refresh-reload                           \r\n- error javascript/snarkyjs/dist/web/index.js (9057:0) @ getEfficientNumWorkers                                                             \r\n- error Error [ReferenceError]: navigator is not defined   \r\n```\r\n\r\nInsteresting that `navigator` seems recognized if `npm pack` is used but is undefined if `npm link` is used.'), ('mitschabaude', ""Seems like, if `npm link` is used, sveltekit (or whatever tools it's using under the hood) tries to run the web build output in node at some point. I think this is incorrect behavior by the UI framework -- it should be fine to use `navigator` in a web library.\r\n\r\nI think we can leave this unaddressed since it's not the normal user path and there's a workaround"")]"
